[null]
[ed, s, en]
854832305,mackintosh,,NOUN
854860255,majuscule,mayúscula,NOUN
854878947,unanimous,unánime,ADJECTIVE
855142149,radio telescope,radiotelescopio,NOUN
855769287,per procurationem,por poder,ADVERB
856538720,paganism,paganismo,NOUN
856581510,stovepipe hat,,NOUN
856708073,northerner,norteño ,NONE
856774038,cleanly,limpiamente,ADVERB
856774308,cleanup,limpieza,NOUN
856777882,clearly,claramente,ADVERB
856781502,cleaver,cuchilla,NOUN
856844231,mortal sin,pecado mortal,NOUN
857083205,democrat,demócrata,NOUN
857343221,demolish,demoler,VERB
857490577,hospitalisation,,NOUN
857636745,hierarchical,jerárquico,ADJECTIVE
858501877,do you need help,¿necesita usted ayuda?,NONE
858523452,evaluation,evaluación,NOUN
858565208,powerful,poderoso,ADJECTIVE
858650756,box-office bomb,fracaso en taquilla,NOUN
859031236,synovitis,sinovitis,NOUN
859214658,rocking chair,mecedora,NOUN
859451591,vertebral column,columna vertebral,NOUN
859563132,fabulously,fabulosamente,ADVERB
859638068,predisposition,predisposición,NOUN
859923415,delinquent,moroso,ADJECTIVE
860105904,protuberance,protuberancia,NOUN
860150561,do you have children, ¿tiene hijos?,NONE
860330637,babylonia,Babilonia,PROPOSITIOIN
860330639,babylonic,babilónico,ADJECTIVE
860813349,climate,clima,NOUN
860813858,climber,trepador,NOUN
860906611,clipeus,clípeo,NOUN
860950122,doctrine,doctrina,NOUN
861219996,gigantic,gigante,NONE
861330873,good-for-nothing,bueno-para-nada ,NONE
861409375,windscreen wiper,,NOUN
861720859,document,documento,NOUN
862187298,philologically,filológicamente,ADVERB
862704930,phrasebook,,NOUN
862721777,speech balloon,,NOUN
862920550,far east,Extremo Oriente,PROPOSITIOIN
863132528,far left,ultraizquierda,NOUN
863283328,what's the matter, ¿qué te pasa?,NONE
863340674,classical music,música clásica,NOUN
865013443,abhorrent,repugnante,ADJECTIVE
865637033,mutation,mutación,NOUN
866381615,needless,inútil,ADJECTIVE
866401973,intricate,intrincado,ADJECTIVE
866533639,accountable,responsable,ADJECTIVE
866533659,accountably,responsablemente,ADVERB
866540725,closing,clausura,NOUN
866544912,accountancy,contabilidad,NOUN
866552379,closure,cierre,NOUN
866569288,clothes,ropa,NOUN
866674818,garter belt,,NOUN
866719471,cloying,empalagoso,ADJECTIVE
866735656,self-esteem,autoestima,NOUN
866746629,intrinsic,intrínseco,ADJECTIVE
866893628,botanical garden,jardín botánico,NOUN
867423069,penmanship,caligrafía,NOUN
867681895,personal pronoun,pronombre personal,NOUN
867747642,lie down,echarse,NONE
868061094,obstinately,obstinadamente,ADVERB
868069563,giga-watt,,NOUN
868739041,graveyard shift,,NOUN
869486649,man of god,hombre de Dios,NOUN
869501605,man of war,,NOUN
869833253,remainder,resto,NOUN
869838326,remaining,restante,ADJECTIVE
870472592,aperture,abertura,NOUN
870645054,tonsillitis,amigdalitis,NOUN
870987337,dena'ina,tanaina,PROPOSITIOIN
871090879,initialism,sigla,NOUN
871329084,initiation,inicio,NOUN
871329292,initiative,iniciativa,NOUN
871334954,initiatory,iniciativo,ADJECTIVE
871598747,file extension,extensión de archivo,NOUN
871908212,fussbudget,criticón ,NONE
871934550,clunker,coche chatarra,NOUN
871991583,introduce,presentar,VERB
872092154,cluster,acorde,NOUN
872121945,clutter,desorden ,NONE
872127615,academically,académicamente,ADVERB
872512925,introvert,introvertido,NOUN
872779331,mutilate,mutilar,VERB
872842305,mutineer,amotinado,NOUN
872852412,mutinous,sedicioso,ADJECTIVE
873210616,pompously,pomposamente,ADVERB
873292904,denature,desnaturalizar,VERB
873472890,djibouti,Yibuti,PROPOSITIOIN
873513642,whistling duck,pato silbador ,NONE
873657725,sarcastic,sarcástico,ADJECTIVE
873959324,spare part,pieza de repuesto ,NONE
874086006,spare time,,NOUN
874086161,spare tire,,NOUN
874101537,spare tyre,rueda de repuesto ,NONE
874342364,reparability,,NOUN
874544020,addressee,destinatario,NOUN
874635050,bactrian camel,camello bactriano,NOUN
874899490,Russophone,rusófono ,NONE
875077159,professional,profesional,ADJECTIVE
875248674,sacrament,sacramento,NOUN
875511881,black-necked grebe,zampullín cuellinegro,NOUN
875888821,wrinkle-free,sin arrugas,ADJECTIVE
876281103,pertinent,atinado,NONE
876823685,house arrest,detención de la casa ,NONE
876961645,rufous-capped antshrike,choca parda (?),NOUN
877123248,water strider,tejedor,NONE
877226372,pseudonym,seudónimo,NOUN
877227975,pseudopod,seudópodo,NOUN
877513493,seafarer,,NOUN
877838066,blue screen,,NOUN
877903667,vincentian,sanvicentino,ADJECTIVE
877944768,marsupialization,marsupialización,NOUN
877968423,intrusion,intrusión,NOUN
877968631,intrusive,intruso,ADJECTIVE
878068779,tin-opener,,NOUN
878534090,pointillism,puntillismo,NOUN
878555971,say grace,bendecir la mesa,NONE
878671410,prothrombotic,protrombótico,ADJECTIVE
878678840,sacredize,,VERB
878759107,conglomeration,conglomeración,NOUN
878766203,alexandroupoli,Alejandrópolis,PROPOSITIOIN
878829227,admittedly,la verdad es que,NONE
879721069,ecologic,,ADJECTIVE
879951499,difficultly,difícilmente,ADVERB
879978378,spiral staircase,escalera de caracol,NOUN
880313102,Australian,australiano ,NONE
880690524,the snow queen,La Reina de las Nieves,PROPOSITIOIN
880779864,bilbaoan,bilbaíno,ADJECTIVE
880902449,bilberry,arándano ,NONE
881283065,archduchess,archiduquesa,NOUN
881573877,economic,económico,ADJECTIVE
881589487,laryngological,laringológico,ADJECTIVE
882431793,sacrifice,sacrificio,NOUN
882606819,sacrilege,sacrilegio,NOUN
882650405,archipelago,archipiélago,NOUN
882829594,sacristan,sacristán,NOUN
882893622,pygmy sperm whale,cachalote pigmeo,NOUN
883507826,akkadian,acadio,ADJECTIVE
883544225,mutually,mutuamente,ADVERB
883858178,licorice,regaliz,NOUN
884142020,zoologic,,ADJECTIVE
884380219,saint lucian,santalucense,ADJECTIVE
884398378,seamount,monte marino,NOUN
884537313,lingonberry,lingonberry ,NONE
884695742,perfectitude,,NOUN
885145902,inasmuch as,supuesto que,NONE
885225160,probate court,tribunal testamentario,NOUN
885486295,porn star,actor porno ,NONE
886000610,zoonosis,zoonosis,NOUN
886126894,dominican,dominiqués,ADJECTIVE
886244797,denounce,denunciar,VERB
886394139,sarcomere,sarcómero,NOUN
886494682,catholicism,catolicismo,NOUN
886494725,catholicity,,NOUN
886494891,catholicize,catolizar,VERB
886842197,lampshade,pantalla,NOUN
886922501,hors d'oeuvre,aperitivo,NOUN
887060333,seaplane,hidroavión,NOUN
887268773,locomotion,locomoción,NOUN
887268981,locomotive,locomotor,ADJECTIVE
887283158,bipennate,,ADJECTIVE
887525608,pertussis,,NOUN
888005200,cease and desist,cese y renuncia,VERB
888251880,seaquake,maremoto,NOUN
888587886,nail trimmer,,NOUN
888626135,cape verde,Cabo Verde,PROPOSITIOIN
888629829,coat-rack,,NOUN
888645717,searcher,buscador,NOUN
888777926,hepatocarcinoma,,NOUN
888989150,capital letter,mayúscula ,NONE
889715521,seashell,concha,NOUN
889725310,seashore,,NOUN
889932366,seasonal,estacional,ADJECTIVE
889932482,seasoned,avezado ,NONE
890115299,hopscotch,rayuela,NOUN
890135974,dishwasher,lavaplatos ,NONE
890164360,billfold,,NOUN
891279579,passionate,apasionado,ADJECTIVE
891289822,turtle dove,tórtola,NOUN
891310655,unconstitutional,inconstitucional,ADJECTIVE
891594706,co-wife,coesposa,NOUN
891921848,institution,institución,NOUN
891970896,illustration,ilustración,NOUN
892066937,endearment,cariño ,NONE
892149518,winning streak,racha ganadora,NOUN
892336056,hypoesthesia,hipoestesia,NOUN
892983946,la coruña,La Coruña,PROPOSITIOIN
893215272,seawater,agua salada,NOUN
893476560,prenuptial agreement,capitulaciones prematrimoniales,NONE
893863896,diffidently,con timidez,NONE
894200543,at no time,,PREPOSITION
894211606,janissary,jenízaro,NOUN
894692223,brilliance,brillantez,NOUN
895014618,cryobiosis,criobiosis,NOUN
895019451,unacceptable,inaceptable,ADJECTIVE
895019471,unacceptably,inaceptablemente,ADVERB
895089564,unheralded,no anunciado,NONE
895285622,octagenarian,,NOUN
895447545,canadian dollar,dólar canadiense,NOUN
895574989,chemically imbalanced,químicamente desbalanciado,ADJECTIVE
895836853,seemingly,,ADVERB
896160085,lime juice,,NOUN
897234200,joshua tree,árbol de Josué,NOUN
897466555,dog days,canícula,NOUN
897539266,dog food,comida para perros ,NONE
897930934,dog star,Sirio,PROPOSITIOIN
898112571,astuteness,astucia ,NONE
898888390,earth day,Día de la Tierra,PROPOSITIOIN
899399215,medium dead,medio muerto,ADJECTIVE
899430526,bluethroat,pechiazul,NOUN
899565357,exaggerated,exagerado,ADJECTIVE
899973012,heavenly father,Padre Celestial,PROPOSITIOIN
900072879,spill one's guts,,VERB
900420453,androgynous,,ADJECTIVE
900446081,babylonian,babilonio,ADJECTIVE
900476367,instalment,,NOUN
901012979,tinderbox,polvorín,NOUN
901485157,ecchymosis,,NOUN
901491293,earthworm,mala persona,NOUN
902086164,palaeoclimatology,paleoclimatología,NOUN
902203240,orphanarium,,NOUN
902347594,commercial,anuncio ,NONE
903111463,wulumuqi,,PROPOSITIOIN
903332971,purely imaginary number,,NOUN
903636094,physiologist,fisiólogo ,NONE
903717072,supermajority,,NOUN
904704603,public domain,de dominio público,ADJECTIVE
905169934,creutzfeldt-jakob disease,enfermedad de Creutzfeldt-Jakob,NOUN
905768926,bluetongue,lengua azul,NOUN
905829248,sumatran tiger,tigre de Sumatra,NOUN
906330968,that's it,para de contar,NONE
906475387,reunionese,reunionés,ADJECTIVE
906495503,misanthropist,,NOUN
906576834,nolle prosequi,abandono de proceso,NOUN
906845456,baltic sea,mar Báltico,PROPOSITIOIN
907029287,transacetylase,acetiltransferasa,NOUN
907280564,arachidonic acid,ácido araquidónico,NOUN
907449448,imperialism,imperialismo,NOUN
907449455,imperialist,imperialista,ADJECTIVE
907897565,Augustine,Augustín,NONE
907961014,prerequisite,requisito previo ,NONE
908091866,heavenly body,cuerpo celeste,NOUN
908332874,inauguration,inauguración,NOUN
909515281,sardinian,sardo,ADJECTIVE
909564553,sex appeal,atracción sexual,NOUN
909633398,surinamese,surinamés,ADJECTIVE
909922817,marcapomacocha,Marcapomacocha,PROPOSITIOIN
910141733,employee benefit,,NOUN
910299584,principality,principado,NOUN
910871694,saint nicholas,,PROPOSITIOIN
911487859,kamikaze,kamikaze,NOUN
911657079,hiccups,hipo,NOUN
911792327,wear the trousers,llevar los pantalones,VERB
911889709,hickory,jicoria,NOUN
912053930,lymph node,ganglio linfático,NOUN
912105325,kookaburra,cucaburra,NOUN
912139895,gladiator,,NOUN
912141141,curly bracket,llave,NOUN
912512086,hidalgo,Hidalgo,PROPOSITIOIN
912549468,gladiolus,mesosternón ,NONE
912634571,hideous,discordante,NONE
912634572,hideout,guarida ,NONE
912709616,phrase book,libro de frases,NOUN
913660030,US dollar,dólar de EE.UU. ,NONE
913909502,isotropic,isotrópico,ADJECTIVE
914111821,dream come true,sueño hecho realidad,NOUN
914632243,pederasty,pederastia,NOUN
915015842,city of light,Ciudad de la Luz,PROPOSITIOIN
915410266,climatic,climático,ADJECTIVE
915429645,climbing,escalada,NOUN
915459575,dauntless,impertérrito,ADJECTIVE
915501581,highway,carretera,NOUN
915847580,respiration,respiración,NOUN
915853450,respiratory,respiratorio,ADJECTIVE
915990538,Yugoslavia,Yugoslavia ,NONE
916010911,pterodactyl,pterodáctilo,NOUN
916197271,victoria falls,cataratas Victoria,PROPOSITIOIN
916452313,embarrassed,avergonzado,ADJECTIVE
916474046,horned god,dios astado,NOUN
916555539,clinical,clínico,ADJECTIVE
916816373,saint bernard,San Bernardo,NOUN
916944046,bite off more than one can chew,abarcar más de lo que se puede,VERB
917135635,doctorate,doctorado,NOUN
917262443,mandibular,mandibular,ADJECTIVE
917759168,medical record,,NOUN
918146467,medical report,parte médico,NOUN
918246775,freight car,,NOUN
918298693,invincibility,invencibilidad,NOUN
918370411,nephrosclerosis,nefrosclerosis,NOUN
918371356,nephrosclerotic,nefroesclerótico,ADJECTIVE
919064033,pain in the ass,patada en las bolas,NONE
919518863,umbrella organization,,NOUN
919649990,doctrinal,doctrinal,ADJECTIVE
919776803,steadfast,firme,ADJECTIVE
920230710,hillock,cerrito ,NONE
921111605,negative,negativo,ADJECTIVE
921548607,mishandle,llevar mal,VERB
921604116,omnipresence,omnipresencia,NOUN
921654328,hip hop,,NOUN
922041611,hip-hop,hip hop,NOUN
922290081,clitoris,clítoris,NOUN
922421356,austerity,austeridad,NOUN
922746333,foreign currency,moneda extranjera ,NONE
923572938,abundantly,abundantemente,ADVERB
923734097,multilingual,multilingüe,NONE
923833035,booby prize,premio limón,NOUN
923997025,bullmastiff,bullmastiff,NOUN
924110417,uncommonly,extraordinariamente,ADVERB
924138205,hipster,modernillo,NOUN
924759369,unpayable,impagable,ADJECTIVE
924797149,outer planet,planeta externo,NOUN
924827646,cremation,cremación,NOUN
924833516,crematory,,NOUN
925044956,mishegoss,locura,NOUN
925060536,aeronautical,aeronáutico,ADJECTIVE
925399946,coastline,línea costera,NOUN
925588033,virginity,virginidad,NOUN
925687889,palanquin,palanquín,NOUN
925739375,painless,sin dolor,NONE
925898243,catecholamine,catecolamina,NOUN
925930250,original research,investigación original,NOUN
925981380,painting,cuadro ,NONE
925986660,hirsute,peludo ,NONE
926304269,pervasive,penetrante,NONE
926866055,acoustic guitar,guitarra acústica,NOUN
926934164,history,historia,NOUN
927136100,islamophobia,islamofobia,NOUN
927183356,farewell,adiós,NONE
927476337,virial theorem,teorema de virial,NOUN
927700339,deaf as a post,,ADJECTIVE
927982224,steamboat,barco de vapor,NOUN
928016705,gigantism,gigantismo,NOUN
928474608,up to here,hasta el gorro,ADJECTIVE
928482188,steamship,barco de vapor,NOUN
929265729,glow plug,bujía,NOUN
929615799,warehouseman,encargado del almacén ,NONE
929875215,casuistics,,NOUN
929919030,thermionic,termoiónico,ADJECTIVE
930033572,benevolence,benevolencia,NOUN
930044161,thermistor,termistor,NOUN
930099935,storehouse,almacén,NOUN
930294923,petrification,petrificación ,NONE
930427384,glockenspiel,campanólogo,NOUN
930734184,palatable,sabroso,ADJECTIVE
930940186,negligee,,NOUN
930944278,negligée,camisón de encaje,NOUN
930966148,reconstruction,reconstrucción ,NONE
931209323,king arthur,Rey Arturo,PROPOSITIOIN
932444200,slalomist,,NOUN
932609581,kanagawa,Kanagawa,PROPOSITIOIN
932830238,baby carriage,,NOUN
932864846,Gibraltarian,gibraltareño ,NONE
933132739,cimmerian,Cimmerio,NOUN
933219479,thermodynamics,termodinámica,NOUN
933759194,monopolistic,monopolístico,ADJECTIVE
933799308,back vowel,vocal posterior,NOUN
933923200,australia,Australia,PROPOSITIOIN
933946091,mythomaniacal,mitómano,ADJECTIVE
935029226,general strike,huelga general,NOUN
935400628,green woodpecker,pito real,NOUN
935804489,psychosis,psicosis,NOUN
936090890,crocodile,cocodrilo,NOUN
936482430,chemoreceptor,quimiorreceptor,NOUN
936701009,cholerine,colerina,NOUN
936782346,reiteration,reiteración,NOUN
936891355,quintana roo,Quintana Roo,PROPOSITIOIN
937003069,tipping point,punto de inflexión,NOUN
937384569,idée fixe,piñón fijo,NOUN
937636903,reciprocally,recíprocamente,ADVERB
937847979,royal flush,escalera real mayor ,NONE
937977370,olympic games,Juegos Olímpicos,PROPOSITIOIN
937988064,kangaroo,canguro,NOUN
938016006,realization,comprensión ,NONE
938114679,license plate,chapa  [Cuba,NONE
938155564,meander,deambular,VERB
938160637,meaning,significado,NOUN
938312208,measles,sarampión,NOUN
938321246,measure,medición,NOUN
938552121,measuring cup,vaso medidor ,NONE
938558839,measuring jug,,NOUN
939467046,international monetary fund,Fondo Monetario Internacional,PROPOSITIOIN
939478732,maharastra,,PROPOSITIOIN
939509057,coastal,costero,NONE
939509187,coaster,deslizador ,NONE
939528675,coating,capa ,NONE
939647441,coaxial,coaxial,ADJECTIVE
939751388,presbyterian,presbiteriano,ADJECTIVE
939918573,cobbler,zapatero ,NONE
939921890,revolving door,puerta giratoria,NOUN
939953526,o'clock,la una,NONE
940354659,lethargic,tardo ,NONE
940408872,cryptological,,ADJECTIVE
940585288,castle in the air,castillos en el aire ,NONE
940613294,live and let live,vive y deja vivir,VERB
940635905,meddler,metiche,NOUN
940774741,mediate,mediar,VERB
940809686,cocaine,cocaína,NOUN
940817416,ineluctably,,ADVERB
940842764,phytomining,fitominería,NOUN
940842913,step by step,paso a paso,NONE
941020823,cochlea,cóclea,NOUN
941099598,cockade,escarapela,NOUN
941114183,cockpit,cabina,NOUN
941131378,transitively,transitivamente,ADVERB
941231797,coconut,,NOUN
941241741,cocoyam,malanga ,NONE
941246154,hypercorrection,ultracorrección,NOUN
941324677,royal jelly,jalea real,NOUN
941630863,web server,servidor web,NOUN
941850662,codegua,Codegua,PROPOSITIOIN
941882320,codfish,,NOUN
941934891,hour hand,manecilla,NOUN
941975417,meerkat,suricata ,NONE
942033467,meeting,reunión,NOUN
942941803,game show,concurso de televisión ,NONE
942950002,zygonema,,NOUN
943027939,similarity,semejanza ,NONE
943031347,bouncing castle,brincolín,NOUN
943342091,coexist,coexistir,VERB
943455780,poker face,doble cara,NOUN
943647552,hydrolysis,hidrólisis,NOUN
944104328,aphelion,afelio,NOUN
944627473,cogener,,NOUN
944883551,cognate,cognado,ADJECTIVE
945112873,water softener,suavizador de agua,NOUN
945333256,put on weight,ganar peso,VERB
945423992,Bilbaoan,bilbaíno ,NONE
945588063,meiosis,meiosis,NOUN
945975357,secretly,secretamente,ADVERB
946136975,planetary nebula,nebulosa planetaria,NOUN
946189652,bête noire,bestia negra,NOUN
946887302,current account,cuenta corriente,NOUN
947723761,thorn apple,estramonio,NOUN
947936742,melanin,melanina,NOUN
948025427,throw in the towel,tirar la toalla,VERB
948267255,frugivore,frugívoro,NOUN
948344195,melodic,melódico,ADJECTIVE
948498114,melting,derrito ,NONE
948589848,maturation,maduración,NOUN
949043079,auckland,Auckland,PROPOSITIOIN
949046227,infection,infección,NOUN
949122880,security,certificado,NONE
949153670,röntgen,roentgen,NOUN
949245803,parkinson's disease,enfermedad de Parkinson,NOUN
949301367,memphis,Menfis,PROPOSITIOIN
949441171,collage,collage,NOUN
949444906,collect,juntar,NONE
949445015,college,facultad,NOUN
949448766,collide,chocar,VERB
949454686,colloid,coloide,NOUN
949536527,cologne,agua de Colonia,NOUN
949541931,colombo,Colombo,PROPOSITIOIN
949542982,colonel,coronel,NOUN
949546818,colored,coloreado,ADJECTIVE
949720663,columba,Columba,PROPOSITIOIN
950040047,extraordinarily,extraordinariamente,ADVERB
950074687,combine,unir,NONE
950093555,come by,visitar,VERB
950093761,come in,,VERB
950094135,come up,suceder,VERB
950127690,eternally,eternamente,ADVERB
950199756,comfort,comodidad,NOUN
950204448,menorah,menora,NONE
950228496,happy-go-lucky,despreocupado,ADJECTIVE
950344231,menthol,mentol,NOUN
950345194,mention,mención,NOUN
950394699,command,orden ,NONE
950395663,binomial,binomial,ADJECTIVE
950398559,comment,comentario,NOUN
950408168,commons,Procomún,NOUN
950414106,commute,pendular,NONE
950470225,comoran,,ADJECTIVE
950470664,comoros,Comores,PROPOSITIOIN
